cluster_label,"('nose', 'x')","('nose', 'y')","('nose', 'likelihood')","('H1R', 'x')","('H1R', 'y')","('H1R', 'likelihood')","('H2R', 'x')","('H2R', 'y')","('H2R', 'likelihood')","('H1L', 'x')","('H1L', 'y')","('H1L', 'likelihood')","('H2L', 'x')","('H2L', 'y')","('H2L', 'likelihood')","('B1R', 'x')","('B1R', 'y')","('B1R', 'likelihood')","('B2R', 'x')","('B2R', 'y')","('B2R', 'likelihood')","('B3R', 'x')","('B3R', 'y')","('B3R', 'likelihood')","('B1L', 'x')","('B1L', 'y')","('B1L', 'likelihood')","('B2L', 'x')","('B2L', 'y')","('B2L', 'likelihood')","('B3L', 'x')","('B3L', 'y')","('B3L', 'likelihood')","('tail', 'x')","('tail', 'y')","('tail', 'likelihood')","('S2', 'x')","('S2', 'y')","('S2', 'likelihood')","('S1', 'x')","('S1', 'y')","('S1', 'likelihood')"
2,-73.38099099247833,24.333378360571107,0.9811918437480927,-68.89170253732817,12.547956318803172,0.9824611954187434,-60.62315823080761,2.7985316091547903,0.9874988326120898,-61.74726513304997,27.806195750262567,0.9928294441413358,-49.35600126506201,28.338279695458752,0.9932376983387222,-30.392108896390987,-21.886246322282673,0.993502114965616,60.82031583525444,-48.00530773433831,0.9957271048931476,100.95583176743138,-27.06939473178217,0.994666729875601,-15.729427817089308,32.993350878439315,0.9987048614220541,67.45312754313152,31.03302660665877,0.9939696555906307,103.75402907074475,0.4059328798387878,0.9968450108512503,119.41986325790322,-16.476107024104216,0.9949516372276785,61.51755110943904,-10.87548757250843,0.9977197357214214,314.07310206512284,268.1594831748087,0.9888520322210802
8,57.99685208302624,-57.55066577555999,0.9688415317884032,60.46853954387161,-38.56244867252855,0.9962282166728433,57.91936420944502,-22.600733037264845,0.9873490946472816,44.88315697436063,-58.019606781455714,0.9752162315373151,25.46536585969745,-56.544814721593326,0.9917523174915673,34.60776591750811,29.23484609711845,0.9985026157689545,-26.916209382830925,77.57195620266896,0.9920320777960543,-73.62869068361678,67.51560466694382,0.9852290563988235,-24.575841723747974,-44.118325755281276,0.9968656225586837,-77.21876669829747,-19.60864398164569,0.9984826111006286,-92.06218553938956,40.75281355515966,0.9939158089318365,-96.44317447014576,58.32869349785571,0.9839337583420411,-49.043723772156916,32.45042973644328,0.9995651700586643,445.31920551803876,384.95236382394467,0.9993926328870485
9,19.145957517623902,-5.459520814940337,0.9719934854656458,18.984379732608794,-2.617624038085343,0.9779918006621301,15.939276397228241,-1.4463585842400808,0.9803039057645947,18.246034932136535,-6.962985350564125,0.9768478259444237,12.960632765293122,-9.831090070679789,0.9792165820952505,6.343742370605468,7.657346068695186,0.9856917714234441,-7.912942624092102,22.083585887774824,0.9684440234676004,-20.68353760242462,22.93688778169453,0.9761919986456633,-3.5620444297790526,-12.353716301545502,0.9869942944031209,-23.58424859046936,-2.688796612247826,0.9782651777379214,-26.75406959056854,14.623807117715478,0.9840069396886975,-26.3040620803833,20.460565549507734,0.978369829710573,-12.908445763587952,10.437419379875063,0.9896482791751623,406.73757739067076,330.6800654258579,0.9934150682762265
14,31.32698501195663,-73.16383006267058,0.9872387404625232,38.57333765274439,-58.81133056542812,0.990994316415909,40.3945068359375,-43.87561939924191,0.9883197670563674,21.160128705929488,-64.0877674738566,0.9920045138169558,7.844772104116586,-56.42519232921112,0.9932250921542828,33.187393266726765,3.883471723703238,0.9950282259629323,-15.478746384840745,65.79377147601201,0.9913919211198122,-60.93546240390875,68.72145031660031,0.9972008934387794,-21.461899860088643,-32.03898532573994,0.9961788494617511,-65.12845787635216,-2.334234188764524,0.9942641043510192,-79.65511725010016,43.482894447522284,0.9972764686132088,-83.19597449669472,63.238000534742305,0.9925815610549389,-37.40600898938301,33.80860347258739,0.9991242622717833,480.81107533772786,340.2378141745543,0.9989205951874073
15,88.53876280351119,-4.719663238525388,0.9992012947797775,78.4171524741433,7.791991493918685,0.9957417187365618,64.87576307816938,17.0079120982777,0.9879496812820434,79.03351003473455,-11.33454922762784,0.9979599660093134,65.17291988026012,-19.11319392811168,0.9944371182810177,12.85761087590998,36.59212868430398,0.9923136545853182,-76.35035962191495,19.04951553344727,0.9783722651275721,-102.72021567604759,-21.00816428444602,0.9867218017578125,21.31723584261808,-39.5511697248979,0.9995367394252257,-44.31886679909446,-66.84717684659091,0.9885199496691878,-87.12054242220792,-49.902245885675605,0.9883785698901523,-110.15269581187854,-42.33819184736772,0.9858023391528563,-55.82352683327415,-18.084675043279475,0.9932577007196166,392.73245648470794,407.68109713467686,0.9982908202843233
18,97.00522578528168,32.97644023720277,0.9978338116352711,83.48359589183002,37.53283812146668,0.9986816040419657,68.58461201519047,37.81114870473879,0.9983107682761796,92.90791278804114,18.946033941496403,0.9983647337200445,83.24579627360772,3.3606095270279366,0.9989815288727436,17.53886763546445,38.29284282999301,0.9972270284223994,-84.74170271847227,43.92180903023536,0.9937691043276305,-126.2346358692974,16.493403583491613,0.9924843057033119,28.612027229519065,-32.79514158756361,0.9979692038592942,-83.10753372612349,-49.638201162355756,0.9874461674635563,-125.42182166423272,-21.776282424226814,0.9949646173814021,-143.52459359825204,-2.1568229045342955,0.9892133263819808,-71.70285048178576,-2.354217319313537,0.9849614118217328,539.1994621906805,304.8091617199259,0.9977495938266089
20,-37.735167386239034,58.58773750171327,0.9974952413324725,-41.122251544082374,45.89334715458385,0.9979852924221441,-41.932526036312716,31.177144017135888,0.9978492466504114,-26.07073720296224,55.45186287060118,0.9982053211383652,-13.039928101656729,47.6947803831937,0.9987815017240089,-35.323932580780564,-4.338919890554328,0.9924868930850113,22.249306059720222,-55.42547823253431,0.9582077247793215,71.15092247410824,-42.015871591735305,0.9993520797344676,13.063658797950078,34.31702242399517,0.9977753894370899,54.10095616390831,22.12446704663728,0.9889949179793659,78.1218346043637,-13.874355098657443,0.9992568051083046,89.85789288972553,-30.240626627938795,0.9969222822733093,43.14725407382898,-20.47993646588242,0.9994381587756308,398.6979048879523,286.60934776172303,0.9984605090137113
22,65.37479434195153,-15.940370854744117,0.997083537739393,61.96391274013128,-7.036733537824973,0.9982416304675016,54.301902345897865,-0.5946068805683389,0.9950007798035474,59.019854951114596,-20.254550749255763,0.9950726509443826,47.43376092547196,-27.626018647224672,0.9916712178512752,27.675335299584173,27.529563970929367,0.9988740740283844,-4.993135961269701,75.87622273912179,0.9922006707037648,-49.81769147856144,92.58833655304224,0.9976823641058287,-7.729747425426139,-40.519374746730946,0.9956726353189462,-83.28250811176915,18.35984097477977,0.9924626610845415,-80.85477771926836,75.17995833231906,0.9987865289634973,-72.76647157193628,97.9027360709182,0.9984052081611499,-45.66867951423891,47.012609554525696,0.9945002034787209,473.9145525711373,338.2830912346714,0.9973541562857866
25,-32.26678242055021,-70.85094591259032,0.9638780881037083,-16.291593802991763,-66.84243182433669,0.9681756894948871,-3.67134650178658,-58.98902932248375,0.9758555443249932,-32.51623393214026,-56.3824791261392,0.9726907729871513,-33.16982494028964,-43.517997068952226,0.9868745280559673,18.272033099980316,-29.667694247046185,0.9985415674457254,36.6573820483777,39.71557066791741,0.9862661250801974,23.16707492798798,79.97740654982337,0.9991523676602415,-31.26603521302689,-6.212006236231608,0.9996121449525966,-30.538750522820525,54.745666725690974,0.9987059746139734,-2.7463005125060604,85.3195536709571,0.9989211556985397,13.068644264871757,94.9606791023136,0.9981194334898809,7.014711601789611,45.291019158769956,0.9989263193551884,427.04646638382314,280.9198789226916,0.9992912092874217
30,-63.25707035064698,35.17574119567871,0.9941349455465873,-60.01275281906128,24.33665068944295,0.9960060941676299,-52.78666934967042,13.468262545267741,0.9968949606021246,-48.94366938273112,40.61213359832764,0.9919881039609512,-33.98073495229086,40.13468894958496,0.9900370125969251,-37.95722904205323,-13.699458249409991,0.998339501519998,-20.69715983072917,-56.61162048975627,0.9734904437015454,5.463940111796061,-84.91004559199015,0.9788008493681749,9.28829644521077,37.73631375630696,0.9887084941069285,55.10482387542724,-43.631857744852695,0.9562471218407154,36.56422119140625,-80.64451634089151,0.9753678657114506,21.10546220143636,-96.58489061991374,0.9804816628495853,24.36751219431559,-44.45987504323323,0.9910997778177262,382.21763909657795,344.7539321263631,0.9977598344286283
